,X,Object.ID,scan.name,LMA,Leaf.Area..cm2.,Leaf.mass..g.,SLA,Species,Location,Notes,Species_ID,GenePop_ID,SpeciesLoc_ID,Clone,sp_loc,genetic_name,Name,DA
63,666.5,10,"BG_dryoct_00008, BG_dryoct_00009, BG_dryoct_00011, BG_dryoct_00012",0.010978261,4.6,0.0505,91.08910891,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc02_DO,DryoctBG2,0.042
64,670.5,118.5,"BG_dryoct_00117, BG_dryoct_00118, BG_dryoct_00119, BG_dryoct_00120",0.009328622,11.32,0.1056,107.1969697,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc20_DO,DryoctBG20,0.0622
65,674.5,15.5,"BG_dryoct_00014, BG_dryoct_00015, BG_dryoct_00016, BG_dryoct_00017",0.010362438,6.07,0.0629,96.50238474,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc03_DO,DryoctBG3,0.0342
66,678.5,22,"BG_dryoct_00019, BG_dryoct_00022, BG_dryoct_00023, BG_dryoct_00024",0.010593472,3.37,0.0357,94.3977591,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc04_DO,DryoctBG4,0.0416
67,682.5,28,"BG_dryoct_00025, BG_dryoct_00028, BG_dryoct_00029, BG_dryoct_00030",0.010878788,3.3,0.0359,91.92200557,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc05_DO,DryoctBG5,0.0638
68,686.5,33.25,"BG_dryoct_00031, BG_dryoct_00032, BG_dryoct_00034, BG_dryoct_00036",0.010857843,4.08,0.0443,92.0993228,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc06_DO,DryoctBG6,0.0364
69,690.5,39.25,"BG_dryoct_00037, BG_dryoct_00038, BG_dryoct_00040, BG_dryoct_00042",0.010764045,4.45,0.0479,92.90187891,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc07_DO,DryoctBG7,0.0328
70,694.5,44.75,"BG_dryoct_00043, BG_dryoct_00044, BG_dryoct_00045, BG_dryoct_00047",0.010600858,4.66,0.0494,94.33198381,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc08_DO,DryoctBG8,0.0262
71,698.5,51.5,"BG_dryoct_00049, BG_dryoct_00051, BG_dryoct_00052, BG_dryoct_00054",0.011185345,4.64,0.0519,89.4026975,octopetala,Bison Gulch,NA,DO,DO_bgc,DO_bgc,No,DO_bg,bgc09_DO,DryoctBG9,0.088
72,258.5,586.5,"es-dry_00193, es-dry_00194, es-dry_00195, es-dry_00196",0.011273792,6.83,0.077,88.7012987,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa33_DO,DryoctESA33,0.0764
73,262.5,591.25,"es-dry_00197, es-dry_00199, es-dry_00200, es-dry_00201",0.011015228,3.94,0.0434,90.78341014,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa34_DO,DryoctESA34,0.0154
74,266.5,603,"es-dry_00209, es-dry_00210, es-dry_00212, es-dry_00213",0.012475634,5.13,0.064,80.15625,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa36_DO,DryoctESA36,0.0254
75,270.5,615.25,"es-dry_00221, es-dry_00222, es-dry_00224, es-dry_00226",0.01368336,6.19,0.0847,73.08146399,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa38_DO,DryoctESA38,0.0134
76,274.5,621.75,"es-dry_00227, es-dry_00229, es-dry_00231, es-dry_00232",0.012378223,3.49,0.0432,80.78703704,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa39_DO,DryoctESA39,0.0128
77,278.5,413.5,"es-dry_00020, es-dry_00021, es-dry_00022, es-dry_00023",0.012674419,3.44,0.0436,78.89908257,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa04_DO,DryoctESA4,0.0592
78,282.5,627.25,"es-dry_00233, es-dry_00234, es-dry_00236, es-dry_00238",0.012029178,7.54,0.0907,83.13120176,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa40_DO,DryoctESA40,0.012
79,286.5,639,"es-dry_00245, es-dry_00246, es-dry_00247, es-dry_00250",0.013455882,4.08,0.0549,74.31693989,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa42_DO,DryoctESA42,0.013
80,290.5,652,"es-dry_00257, es-dry_00260, es-dry_00261, es-dry_00262",0.01166,5,0.0583,85.76329331,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa44_DO,DryoctESA44,0.0566
81,294.5,657.5,"es-dry_00264, es-dry_00265, es-dry_00266, es-dry_00267",0.011995012,4.01,0.0481,83.36798337,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa45_DO,DryoctESA45,0.016
82,298.5,663.75,"es-dry_00270, es-dry_00271, es-dry_00272, es-dry_00274",0.012165992,4.94,0.0601,82.19633943,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa46_DO,DryoctESA46,0.0148
83,302.5,676,"es-dry_00282, es-dry_00283, es-dry_00285, es-dry_00286",0.009816092,4.35,0.0427,101.8735363,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa48_DO,DryoctESA48,0.038
84,306.5,419.25,"es-dry_00025, es-dry_00027, es-dry_00028, es-dry_00029",0.011877934,4.26,0.0506,84.18972332,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa05_DO,DryoctESA5,0.0504
85,310.5,688,"es-dry_00293, es-dry_00296, es-dry_00297, es-dry_00298",0.012550336,4.47,0.0561,79.67914439,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa50_DO,DryoctESA50,0.019
86,314.5,692.5,"es-dry_00299, es-dry_00300, es-dry_00301, es-dry_00302",0.013322259,3.01,0.0401,75.06234414,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa51_DO,DryoctESA51,0.0162
87,318.5,699.25,"es-dry_00305, es-dry_00306, es-dry_00308, es-dry_00310",0.011116505,4.12,0.0458,89.95633188,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa52_DO,DryoctESA52,0.0504
88,322.5,711.25,"es-dry_00317, es-dry_00319, es-dry_00320, es-dry_00321",0.012747036,5.06,0.0645,78.4496124,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa54_DO,DryoctESA54,0.0274
89,326.5,724.5,"es-dry_00331, es-dry_00332, es-dry_00333, es-dry_00334",0.013070423,3.55,0.0464,76.50862069,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa56_DO,DryoctESA56,0.0284
90,330.5,735,"es-dry_00341, es-dry_00342, es-dry_00343, es-dry_00346",0.010954198,5.24,0.0574,91.28919861,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa58_DO,DryoctESA58,0.0574
91,334.5,742,"es-dry_00347, es-dry_00350, es-dry_00351, es-dry_00352",0.011951872,3.74,0.0447,83.6689038,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa59_DO,DryoctESA59,0.0254
92,338.5,746.75,"es-dry_00353, es-dry_00354, es-dry_00355, es-dry_00357",0.012583979,3.87,0.0487,79.4661191,octopetala,Eagle Summit,NA,DO,DO_et,DO_esa,No,DO_es,esa60_DO,DryoctESA60,0.0388
93,462.5,887,"murphyB-dry_00002, murphyB-dry_00003, murphyB-dry_00005, murphyB-dry_00006",0.010379651,13.17,0.1367,96.34235552,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb01_DO,DryoctMDB1,0.0292
94,466.5,940.75,"murphyB-dry_00056, murphyB-dry_00057, murphyB-dry_00058, murphyB-dry_00060",0.012170767,6.91,0.0841,82.16409037,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb10_DO,DryoctMDB10,0.0238
95,470.5,946.75,"murphyB-dry_00062, murphyB-dry_00063, murphyB-dry_00064, murphyB-dry_00066",0.009360987,8.92,0.0835,106.8263473,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb11_DO,DryoctMDB11,0.004
96,474.5,952,"murphyB-dry_00067, murphyB-dry_00068, murphyB-dry_00069, murphyB-dry_00072",0.012879747,6.32,0.0814,77.64127764,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb12_DO,DryoctMDB12,0.0214
97,478.5,957.75,"murphyB-dry_00073, murphyB-dry_00074, murphyB-dry_00075, murphyB-dry_00077",0.012756098,4.1,0.0523,78.39388145,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb13_DO,DryoctMDB13,0.0192
98,482.5,965,"murphyB-dry_00079, murphyB-dry_00082, murphyB-dry_00083, murphyB-dry_00084",0.010673352,6.98,0.0745,93.69127517,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb14_DO,DryoctMDB14,0.0112
99,486.5,971,"murphyB-dry_00086, murphyB-dry_00087, murphyB-dry_00089, murphyB-dry_00090",0.010447227,5.59,0.0584,95.71917808,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb15_DO,DryoctMDB15,0.0078
100,490.5,977,"murphyB-dry_00092, murphyB-dry_00093, murphyB-dry_00095, murphyB-dry_00096",0.011692525,7.09,0.0829,85.52472859,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb16_DO,DryoctMDB16,0.0136
101,494.5,982.5,"murphyB-dry_00097, murphyB-dry_00099, murphyB-dry_00100, murphyB-dry_00102",0.011973684,6.08,0.0728,83.51648352,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb17_DO,DryoctMDB17,0.0038
102,498.5,988.5,"murphyB-dry_00104, murphyB-dry_00105, murphyB-dry_00106, murphyB-dry_00107",0.012362525,4.91,0.0607,80.88962109,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb18_DO,DryoctMDB18,0.0204
103,502.5,995,"murphyB-dry_00109, murphyB-dry_00112, murphyB-dry_00113, murphyB-dry_00114",0.010900974,12.32,0.1343,91.73492182,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb19_DO,DryoctMDB19,0.0038
104,506.5,892.5,"murphyB-dry_00007, murphyB-dry_00009, murphyB-dry_00010, murphyB-dry_00012",0.010632716,6.48,0.0689,94.04934688,octopetala,Murphy Dome B,NA,DO,DO_mdb,DO_mdb,No,DO_mdb,mdb02_DO,DryoctMDB2,0.0202
